review_id,username,review_text,score_text,res_id
Đây thực sự là lần cuối cùng mình đến quán! 
Thật quá tệ'",3.4,112
3100,Ánh Nga Dương,"Cũng 1 thời gian rồi mới quay lại đây. Tại kê nhà mình cũng có quán bán bún chả hà nội rất là ngon lun. 

Mà hôm qua đi học về từ trương định quẹo qua võ văn tần tiện đường nên tụi bạn rủ vào đây ăn luôn. 

Gọi 3 phần bún chả + 1 phần bún nem, 1 phần bánh tôm và 1 phần nem rán. 

Bún chả lúc trước 42k, giờ lên 45k. Cũng được. Bún nem đồng giá. 

1 phần nem rán 2 cục thì 45k thì phải. Mình gọi có 1 cục chắc 20k. 

Nước uống có gọi nước suối, trà đá, chanh muối, đặc biệt yaourt đá nhà làm cũng ngon, 14k / 1 ly. 

Mình thì mê món bún chả lắm mà thấy bún chả của quán phần nước mắm chưa đậm đà lắm. Phần thịt cũngđược nhưng có vẻ nướng còn hơi trắng. Nướng tơi 1 tí ngon hơn. Thịt ba rọi ít mỡ lại là ok. 

Nói chung quán bán ăn cũng được. Tạm. Thấy quÁn mở rộng quA căn kế bên. Lúc trước có 1 căn thôi. Giờ 2 căn",8.0,112
3101,Little Patati,"🏡🏡🏡 Quán mặt tiền to đùng đường Võ Văn Tần, không gian rộng rãi sạch sẽ. 

🙎🏻🙎🏻🙎🏻 Nhân viên nhanh nhẹn. 

🍛🍛🍛 nước chấm bún chả bị mặn quá so với khẩu vị của mình. Chả bình thường hơi khô nhưng mình cũng ăn lúc cuối ngày nên ko yêu cầu cao quá.",7.4,112
3102,Le Pham,"Mình từng ăn bún chả hà nội tại Hà Nội nhưng lại thích hương vị ở đây hơn, chắc có lẽ đây là bún chả lai miền nam, một phần bún với mình hơi ít nên thường ăn 2 phần, giá cũng hợp lý lắm nhưng ghét khung cảnh giành giựt bàn, may mà đến sớm chứ ko là phải có cuộc chiến rồi, kế bên có quán chè nên mình hay đến đây ăn lắm.",7.8,112
3103,Dat,"Quán khá đông khách nhưng hông bao giờ thiếu chỗ ngồi. Menu đồng giá các loại 45k (trước tết 42k). Mình gọi 1 bún chả, 1 bún nem cua bể và dĩa bún thêm 3k. Tổng bill là 93k. Rổ rau nhiều nhưng rau sống hôm nay như phun thuốc ăn lá cứng ngắc đơ đơ hông phải rau sạch.

Chất lượng món ăn ổn định, lần nào đến đồ ăn cũng giống nhau. Giữ xe miễn phí.",5.0,112
3104,Mai Anh,"Mới đến quán là đã cảm thấy hài lòng vì chú giữ xe trông thân thiện lắm với lại giữ xe miễn phí nữa. Quán rộng rãi thoải mái và sạch sẽ, phục vụ hơi lâu chắc là do chuẩn bị đồ ăn lâu vì quán không đông lắm. 
Nhìn chung thì bún chả ăn được, nước chấm đậm đà, rau ăn kèm cũng tươi xanh mơn mởn. Mình thích phần khoai chiên trong món bánh tôm lắm, nóng hổi luôn. Còn nem cua bể ăn thấy cũng bình thường mà mình thích chấm nó với tương ớt hơn là mắm.",8.0,112
3105,Air Lemon,"Quán rộng rãi, sạch sẽ. Có chỗ để xe khá rộng. Món ăn ở đây thì ngon, thịt nướng mềm, thơm lừng. Nước lèo cũng vừa phải. Độ ngon món ăn thì ko chê nhưng mà mình thấy thức ăn bị nhiều. Với sức ăn của con gái 2 người 1 phần chắc cũng no rồi ấy chứ. Riêng mình ăn 1 phần ko hết, mà về buổi trưa nghỉ ăn luôn. Ăn nhiều quán đến mức ngày hôm sau sợ thịt luôn cơ. Nhưng giá ở quán như này là khá chát đấy. Những 45k / 1 phần mà.",7.0,112
3106,Thảo Ngọc Linh,"Dạo này tự nhiên thèm bún chả hà nội nên lên foody kiếm quán rủ bạn đi ăn thử
ghé quán cỡ 5h mấy chiều mà hơi vắng khách nên phục vụ rất lẹ luôn.

mình gọi 2 phần bún chả, 1 phần (40k/2 cái) nem rán tôm cua biển. ở đây thịt và chả nướng được cho trực tiếp vào nước mắm đun nóng luôn ( kiểu ăn vậy là đúng người miền Bắc nè). cảm nhận là ăn tương đối ngon, chứ không thật sự xuất sắc. chả vị vừa ăn, thịt hơi nhiều mỡ, thích mỗi nước mắm đun là vừa ăn nhất. nem ráng được cắt sẵn và đem ra bàn cho mình, ăn nóng ok nè, ngon, có độ giòn khi cắn, nhân cũng đầy. 

nói gọn lại là ăn vẫn ổn, và giá khá hợp lý, không gian rộng rãi, cô chủ cũng thân thiện. nếu thèm bún chả mà cảm thấy giá trong nhà hàng khá cao thì đây là quán có nghĩ tới ngay sau đó nha",8.4,112
3107,Annie Hà NG,"Bún chả ăn ngon, nem rán thịt cua khá ngon, bánh tôm ăn ngán, mình đi 2 người ăn hết 161k, no lăn về luôn",7.2,112
3108,Hoài Phương Nguyễn,"Bún chả ở đây cũng khá ok, ko phải đặc biệt lắm. Mình thích nhất là nem, nem giòn ngon, nhân thấm.
Không gian cũng rộng rãi, mát mẻ. Phục vụ nhanh.",7.0,112
3109,Thái Hà Dương,"Vào lúc 7h tối hơn mình vào cùng gđinh ăn bún chả. Tổng cộng là 6 xuất. Nvien vừa đem ra, mẹ mình đã phát hiện có nguyên 1 con sâu to đùng trong pjaafn rau sống. Kêu nvien ra để hỏi nó thì nó đem laik vào trong bếp. Khi đi ra cũng chỉ nhìn mà cười. Ngay cả ông quan lí khi tính tiền. Cũng chẳng có 1 câu Xl gì cho đàng hoàng! Thái độ quá tệ. Kg phát hiện ra con sâu, chẳng biết ăn vào trong bụng có bị gì k nữa :)))",1.0,112
3110,Sara Nhon,"Lâu lâu gặp nhỏ bạn nó rủ vô đây luôn, phải nói là nó ở trong này mà sao nó phái món Bắc ghê gớm, thôi thì chìu lòng bạn, vô đây thì thấy cũng được lắm nha, bún chả bán khá chất lượng, giá cả vừa phải, không gian mát mẻ nè, phục vụ cũng oki, nói chứ mình thấy bên này được đó, muốn đổi gió thì có thể qua đây ăn, bạn mình nói chỗ này quán quen của nó và bán ngon, giờ ăn thì thấy nó ngon thiệt, nước dùng khá là hợp với khẩu vị của mình, ko biết chánh gốc Hà Nội hay có pha pha chút vị miền nam vô ko hihi",7.4,112
3111,Hoàng Thư,"Nghe danh quán này từ lâu nhưng hôm bữa mới ăn thử.
Quán nằm ngay mặt tiền đường Võ Văn Tần nên khá dễ kiếm. Không gian quán rộng rãi, thoáng mát. Nhiều lần đi ngang qua thấy khách du lịch ăn ở đây cũng đông.
1 phần bún chả là 42k, còn nem cua bể là 20k. Bún chả ngon nhưng vớt được mấy miếng thịt là hết. Nem cua bể tạm ổn, không gì quá xuất sắc. Một người muốn ăn no chắc cũng tầm 60-70k, vậy là hơi cao vì có một số quán chất lượng hơn nhưng giá lại thấp hơn.
Nhân viên phục vụ nhanh gọn lẹ.",7.2,112
3112,Ocean,"Bún chả là món ruột của mình và cả bạn mình nữa, nên 2 đứa đã đi lùng rất nhiều quán bún chả ở Xì Phố. 
Đây là địa điểm đầu tiên ở đất SG mà mình ghé ăn bún chả. 
Nói giảm nói tránh là không có gì đặc biệt ở đây, còn đúng ra thì phải nói là bún chả dở tệ, không có gì đặc biệt, thậm chí còn chả có tí hương vị Hà Nội nào 😅
Mà hình như giá cũng không phải là bình dân cho lắm :-? 
Không đến đây lần thứ 2.",3.6,112
3113,Dung Quach,"Bún chả Hà Nội
Quán này mình không biết là có chung với bên Trần Cao Vân không nhỉ. 
KHÔNG GIAN: quán khá rộng, phía trên có phòng lạnh và nằm ngay vị trí khá dễ tìm 
NHÂN VIÊN: đa phần là nam nên nhanh nhẹn lắm. Lên món cũng khá nhanh
MÓN ĂN: mình gọi :
1 phần Bún chả 42k: thịt ba rọi nướng nhiều , chỉ có 2cuc chả thôi. Nuóc mắm thì không thanh, mặn quá. Chả thì chiên hơi quá tay, không thơm, ăn vào mỡ không. Su hào thì ngâm chưa mềm lắm. 
1 phần nem cua: 20k: ăn được, với 1 phần không quá to nên dễ ăn. Chất lượng nóng hổi luôn.
Quán ăn một lần cho biết vì theo mình thấy nó bị lai quá nhiều.",6.6,112
3114,Mylinh Ngo Huang,Had lunch here and found it to be above average. I prefer bun cha ha noi from 146 Bui Vien since I find the meat and broth to be of better quality. This place is big and has ample parking. Service is decent and they're quick with bringing out the food. Like other Vietnamese restaurants they charge you 2K vnd to use the wet wipes. Overall I would recommend this place since the food was pretty good.,7.0,112
3115,Khanh Phương,"Mình thích ăn ẩm thực ở Hà Nội nên cũng tìm nhiều quán Bắc ở Sài Gòn ăn thử. Lần này đi cùng bạn đến quán này ăn thử thì cảm giác giống như hương vị ở Hà Nội vậy. Ăn hết 1 suất là no luôn ạ. Mình kêu thêm phần nem. Nem giòn, nhiều thịt chất lượng. Phục vụ nhanh.",7.2,112
3116,Huyền Như,"Chỗ này ăn lâu ăn nhiều rồi nhưng vẫn thích ăn. Mình có chỗ này và chỗ xuân tứ mình thấy ngon nhất.
Quán cũng đông khách, cảm giác sạch sẽ, món ăn mang ra nóng cảm thấy ngon. Đi 2 người kêu 2 phần bún chả và 2 phần chả cua ăn lê lết luôn.
Đông khách, phục vụ nhanh, mặt kiểu lạnh lùng",7.0,112
3117,Ánh Nga Dương,"Nay lại đi ăn trưa với 2 đứa bạn ở quán này. Gọi 3 phần bún chả, 1 phần nem rán tôm cua bể. 1 phần là 2 cái nem rán. Mỗi cái 20k. Thế mà tưởng 20k 1 phần như vậy. Hèn gì nghĩ sao quán này bán rẻ thế 20k mà cả đống bún chả. Thì ra là 1 phần 2 cái là 40k mới đúng. Ông phục vụ ổng nói mà không hiểu tưởng đơn vị cái với phần là như nhau. Lúc ăn ra tính tiền mới biết nó khác nhau :) nay thấy quán ít đông hơn lần trước. Thích cái là quán này bán bún chả thịt ít mỡ ăn không ngán. Nem rán hình vuông cắt ra 4 miếng nhỏ nhân cua tôm nhiều. Nay ăn xong no căng bụng. Tổng cộng 168k. Có upload hình và bill chia sẻ niềm vui ăn uống với các tình yêu.",8.0,112
3118,Ánh Nga Dương,"Lần thứ 2 đi ăn. Nhưng hôm nay ăn buổi tối. Quán vẫn đông như trưa hôm thứ 6 đi ăn với tụi bạn nhưng đỡ đông hơn xí xí. Nay đói quá vô lo tập trung chuyên môn quên chụp hình tại quán :). Nay đi có 2 người thôi. Vẫn chọn những món chủ đạo của quán. Gọi 2 phần bún chả, 1 bún thêm, 1 nem cua bể, 1 bánh tôm chiên, 1 bún chả mang về, 1 khăn, không gọi nước vì lỡ mang nước theo rồi hihi. Tổng cộng 189k. Giá chấp nhận được, chất lượng ok. Quán có giao hàng trên delivery now nữa. sẽ ghé lại một ngày không xa.",8.0,112
3119,Ánh Nga Dương,"Trưa hôm nay đi học về mấy đứa bạn rủ qua đây ăn bún chả Hà Nội. Bún đậu mắm tôm thì ăn nhiều lần lắm rồi nhưng đây là lần đầu tiên ăn món bún chả Hà Nội. Quán nằm ở số 135 Võ Văn Tần. Dễ đụng đường 1 chiều rồi quay lại khó khăn. Nên mọi người nên đi đường Nguyễn Thị Minh Khai rồi quẹo sang Trương Định rồi quẹo trái sang Võ Văn Tần đi 1 tí là tới. Ấn tượng đầu tiên là quán khá đông. Có cả người nước ngoài ăn. Nhân viên của quán khá nhiệt tình từ người gửi xe đến nhân viên phục vụ. Quán làm đồ ăn nhanh lắm kiu cái xíu có liền. Ngoài món chủ đạo là Bún chả Hà nội 42k. Quán còn có các món khác cũng rất ngon như nem rán tôm và bánh tôm chiên giòn giòn... trưa lo ăn nên quên chụp hình bánh tôm chiên và nem rán tôm. Giá ko quá mắc hợp lý vừa phải, đồ ăn khá ngon. Nhìn chung thích quán này và sẽ ghé lại.",8.8,112
3120,Karichou Na,"Trời cũng khá tối và mưa khá to nhưng đói quá và cũng lâu ko ăn bún chả nên mình ghé quán mua mang về 2 phần và thêm 1 phần nem rán. Order từ 8.14 chờ tới 8.45, hơn nửa tiếng vẫn chưa thấy. Sau vài lần hối thì đã có và được giải thích là do đợi dầu sôi. Muốn ăn nem rán phải chờ 30p
Thôi cũng ngậm ngùi về ăn cho mau. Về nhà ăn mới thấy thịt nướng gì sống nhăn (hình đính kèm). Thật là thất vọng, sẽ không bao giờ tới đây nữa nhé.

Bye!",4.4,112
3121,Hao Dau 🌼,"Món ăn ở đây cũng khá ngon. Giá cả cũng không gọi là quá rẻ.
Đặc biệt quán có đặt giao hàng qua delivery nên chỉ cần ngồi ở văn phòng cũng có thể thưởng thức món bún chả. Giao hàng đúng giờ, dịch vụ chăm sóc khách hàng ổn nên khá hài lòng.",7.2,112
3122,Mèo Mụp,"Quán khá đông vào buổi trưa, không gian sạch sẽ, thoáng mát. Phục vụ ổn. Món ăn tạm được, không quá xuất sắc. Bánh tôm hơi lạ nhưng khá ngắn do nhiều dầu mỡ. Thịt nướng hơi mỡ. Nem vuông không ngon, không cảm nhận được hương vị gì cả, giá 20.000/ miếng nem vuông :-( Giá không tương xứng với chất lượng món ăn.",6.8,112
3123,An Yên,"Đi ngang đường Võ Văn Tần thì thấy quán này khách khá đông nên ghé vào ăn thử. Phục vụ đợi hơi lâu nhưng thân thiện. Giá cả phải chăng. Nhưng nước chấm cũng bình thường, không đặc sắc lắm. Nem cua ăn cũng vừa miệng. Có thể ghé lại lần nữa.",7.2,112
3124,Phương Tâm,"Mình thấy các món ở đây ngon, thịt nước ngon lắm nha! À các bạn có thể gọi thịt nướng lấy dạng ba rọi sẽ đỡ ngán ! Phục vụ theo mình là chậm. Quán to, thoáng mát! Giá cả ổn",8.4,112
3125,Mỗi Cái Tội Đẹp Trai,"Ăn bình thường , chán cũng ko ra chán, thua các quán khác như bún chả Tứ Linh ở gần Cao Thắng nối dài, hoặc bún chả trên đường phan xích long mà giá lại còn cao hơn",5.6,112
3126,Phan Hưng,"Quán ăn rẻ, nhân viên thân thiện. Không gian bình thường như các quán bình dân khác.
Chả và thịt nướng vừa ăn. Nem cua tôm hơi nhạt nhưng dễ ăn. Ăn một phần hai miếng thì khá ngán, nên share ra.",7.4,112
3127,KFC Good,"Thấy ông Obama ăn bún chả ở ngoài HN, tự nhiên thèm tìm tới quán này ở SG (không liên quan gì nhau ha ha), chỗ này thì nổi tiếng rồi, ngon và trình bày sạch sẽ. Đường 1 chiều bên lề trái nên dễ chạy lố khó quay lại.",7.4,112
3128,Uyen Pham,"Bún chả ngon, nước mắm nêm nếm vừa, thịt không bị khô. Món nem cua bể ở đây cũng khá ok. Còn bánh tôm mình không thích lắm, mùi vị cứ bị chan chán...
Nhưng nói chung quan trọng nhất vẫn là bún chả hehe. Đương nhiên sẽ quay lại.",8.2,112
3129,Nhật Lệ,"Hôm nay mình ăn bún chả thấy ngon hơn mọi lần, thịt nướng thơm, thịt nạc và mỡ đều nhau, không bị khô. Thịt viên cũng ẩm hơn, mọi lần hơi khô. Nem cua bể ngon. Lần này rau cũng tươi hơn hẳn, phục vụ nhanh. Nói chung ổn. 2 người ăn cỡ 100k hơn xíu.",7.4,112
3130,Mike Tran,"Đây là quán quen của mình. Ăn ở đây chắc trên dưới chục lần mới viết review. Quán tuy ít món nhưng ăn không bị ngán, mình thích nhất là bún chả. Lần nào tới cũng 1 phần bún chả, 1 cái nem cua là đằm bụng. Mình không thích bánh tôm vì quá nhiều bột và khoai, tôm nhỏ chút xíu. Nước chấm pha vừa miệng, hơi ngọt chút nhưng dễ ăn. Sẽ quay lại quán dài dài",8.4,112
3131,Mai Mai,"Một trong những quán bún chả hiếm hoi làm ra bún chả đúng chất đúng vị Hà Nội: thịt ba rọi mỏng thơm, cục chả đậm đà, nem rán giòn rụm, nước chấm chua ngọt ấm thêm xoài xanh và cà rốt giòn giòn sực sực. Quá tuyệt vời! Ăn mà thấy nhớ Hà Nội vô cùng. Lần nào cũng dắt bạn bè nước ngoài đến đây thưởng thức, ai ăn rồi cũng mê mẩn, về nước vẫn còn nhớ ^__^ Quán có cái hơi bầy hầy dù nhân viên cố gắng lau dọn nhiều, chủ yếu là do khách ăn vứt rác (rau, khăn giấy) lung tung. Món nước sấu ngọt vừa. Nói chung giá cả vừa phải dù chất lượng món ăn rất là ngon. Luôn ủng hộ quán hết mình!",8.4,112
3132,LOAN HOÀNG,"Nghe mọi người khen đồ ăn ở đây ngon nên order ăn thử. 44k/ phần bún chả, nước dùng vừa vị, thịt ướp ngon, rau ăn kèm đa dạng. Một phần vậy cũng nhiều, giao hàng Delivery nhanh lắm gọi một xíu là có",7.0,112
3133,Thi Nguyen,"Quán bún chả này nằm trên mặt tiền đường Võ Văn Tần, quán cũng khá lớn nên dễ tìm lắm. Buổi tối đông khách đến ăn lắm nha. Mình có khi lười thì order gọi giao về nhà ăn cho tiện. 1 phần bún chả bao gồm bún, rau và thịt chả 44k. 1 phần vậy cũng vừa ăn chứ không nhiều lắm. Nước dùng hơi nhạt, thịt nướng cùng chả ướp vừa ăn. Thích nhất là ăn đu đủ giòn giòn chua chua ngọt ngọt. Ngoài ra có thể gọi chả thêm hoặc bún thêm 3k/phần.",7.2,112
3134,Quỳnh Bùi,"Buổi trưa công ty mình 9 người kéo qua đây ăn. Trưa sợ đông nên mình gọi điện đặt bàn trước. Không gian thoáng mát, rộng, nhân viên phục vụ tốt.
Lần đầu mình ăn thử bún chả Hà Nội, thấy ngon, bún nhiều, thịt chả nhiều quá chừng, ăn thêm khoai lang chiên với tôm và chả chiên nữa là no quá trời no. Nước uống cũng ngon, mình uống mủ trôm 12k thơm ngon.
Địa điểm dễ tìm.",8.0,112
3135,Lê Huỳnh Như,"Đang thèm gà rán thấy facebook chạy quảng cáo gà texas có combo 4 miếng gà 99k nên tối rủ thằng em chạy qua ăn, qua thấy có thêm combo 149k 3 miếng gà, 1 beger tôm, 2 ly nước nên mình chọn combo 149k.
Đi buổi tối quá hơi đông nên hết gà, phải chờ 10 phút. Mà nói 10 phút là đúng 10 phút xuống có gà ngay.
Gà mới chiên còn nóng hổi, tuy nhiên mình thấy hơi mặn (lúc trước hay ăn bên***không thấy mặn), nước thì được refill thoải mái nên uống 2 ly luôn.
Quán có không gian rộng, thoáng, wifi mạnh, nhân viên thân thiện nhiệt tình.",8.0,113
3136,Minh Kỳ,"Đặt phần gà popcorn nhân viên bảo đợi 15p. Đợi 20p rồi vẫn chưa thấy, lại hỏi thì nhân viên bảo đợi thêm 5p. Thái độ không tốt.",1.4,113
3137,Bich,"Mình order trên Grab Food 1 phần gà 89k. Lần đầu ăn Texas luôn nên không biết chất lượng ra sao. Mình thấy Combo này chất lượng nha: 2 miếng gà, 1 món ăn kèm mình chọn khoai tây nghiền, 1 bánh mật ong, 1 chai nước ngọt, phần này mình ăn 2 buổi no nê. Về gà rán thì mình công nhận là gà Texas ngon nhất trong các hãng mình đã ăn luôn, da gà giòn rụm, gà không bị bở, ráo dầu và vẫn nóng khi giao tới. Gà hơi mặn với mình nhưng lần đầu thấy 1 hãng gà làm gà có vị cay mà mình thấy rõ vị cay như vậy. Khoai tây nghiền ổn, hơi ngán thôi. Thấy nhiều bạn khen bánh mật ong mà mình thấy ngon thật sự, vỏ giòn, bên trong ẩm, thơm mùi bơ và vị mặn ngọt vừa phải, ăn chơi hết sẩy nha. Mình để lâu mà vẫn giòn nha. Tương ớt, tương cà cũng xịn hơn những chỗ khác. Nói chung lần đầu ăn mà ưng ý hết sức",7.4,113
3138,La Bu,"- Đầu tiên phải nói về gà, quả thật gà rán ở đây là ngon nhất trong các quán thức ăn nhanh rồi. Da gà giòn rụm, ráo dầu, tẩm ướp gia vị đậm đà, thịt bên trong chín đều, mềm thơm. Miếng gà lúc dọn ra còn nóng hổi, không xé bằng tay được luôn á
.
- Khoai chiên ở đây cũng phải gọi là tuyệt đỉnh nè. Cọng khoai to, vàng đều, giòn, ăn cùng tương ớt là đúng bài rồi. Mà một phần khoai to thật sự, ăn mãi mà không hết luôn. Thức ăn kèm thì có thể chọn bắp cải trộn, khoai tây nghiền hoặc cơm trắng nè. Tụi mình lấy bắp cải trộn để ăn với gà cho đỡ ngắn. Bắp cải cắt còn hơi to, nhưng bù lại sốt ngon và thấm
.
- Thiệt ra món khiến mình yêu thích Texas Chicken chính là bánh quy bơ mật ong. Bánh được quét một lớp mật ong vàng rượm phái trên, bên trong thì mềm mịn, vị hơi ngọt ngọt. Thiệt chứ cho mình ăn bánh này thôi, không cần ăn gà cũng được nữa hihi
.
- Nước ngọt ở đây được refill thoải mái, có đủ loại từ Coca, Sprite đến Coca Zero, Miranda... Uống hết thì chỉ cần tự đến máy và lấy thêm thôi nè. Đã vậy đây còn là nước ngọt tươi, nhiều ga hơn loại đóng chai, uống đã lắm",8.4,113
3139,Ngọc Hân Trần,"Mình là fan cuồng bánh quy nướng mật ong. Sau khi trải nghiệm Popeyes và Texas thì bánh của Texas vẫn là ngon nhất!
- Hình thức: dù đặt hàng online nhưng quán vẫn chuẩn bị đủ dao nĩa, tương ớt tương cà, khăn giấy đầy đủ. Hộp giấy thân thiện với môi trường
- Bánh quy nướng mật ong đúng như tên gọi! Bánh giao đến tận tay vẫn còn nóng, rất thơm, vỏ ngoài vàng ươm, hơi giòn, bên trong mềm, mịn, ẩm, vị hơi mặn có chút ngọt dịu. Bánh để lâu không bị khô, ăn ngon hơn khi nướng lại
- Giá cả: 10k/ cái thì hơi đắt, nên mua theo combo sẽ tiết kiệm hơn.",8.0,113
3140,Foodee_71a8563a,"Từ giữ xe tới nv phục vụ không ra gì
Bán nuoc nhung k cho ống hút "" ở đay không có ống hút nha"" 
Nha, nha .... cái búa",2.8,113
3141,Thơ Rosy Trần,"- Vị trí: ngay mặt tiền đường Nguyễn Gia Trí, bảng hiệu to nổi bật đập vào mắt
- Không gian: nhà hàng lớn, 2 tầng lầu, mỗi tầng đều có bồn rửa tay và nhà vệ sinh nên cũng khá tiện. Tuy nhiên nhiều trẻ em và nhà hàng mở nhạc to quá nên hơi ồn. 
Vì mình mua mang về nên chưa kịp chụp ảnh nhà hàng
- Món ăn: 
Bánh quy nướng mật ong: bánh nóng ấm, vỏ ngoài hơi giòn, bên trong mềm ướt. Vị mặn hơi ngọt khá đậm đà, rất thơm. Bánh thích hợp để làm tráng miệng hơn, ăn kèm bơ hay phô mai là chuẩn bài!
- Giá cả: nên mua 3 cái trở lên để có giá ưu đãi
- Nhân viên: phục vụ nhiệt tình và nhanh chóng",7.2,113
3142,Duy Nguyễn,"Tưởng chừng như Texas như xưa, mới đầu năm 2020 order combo 89k tưởng tương như xưa, ai nhè đi theo chân Popyes, tương mặn, gà thì ok nhưng tương thì thua Chinsu nữa :)) Đề nghị quay trở lại tương của Heinz là tương ngon nhất của Mỹ, đổi sang Cholimex thì ko bao giờ ăn Texas nữa.",3.6,113
3143,Quynh Le,"Gà chiên ở Texas Chicken Chưa Bao Giờ thấy thất vọng
Lần nào cũng vậy, cứ qua Texas là auto kêu 1 combo 89k bao gồm gà, bánh, bắp cải và nước ngọt.
Gà ở đây nghe nói được làm từ gà Tươi nên không bị bở, lớp áo ngoài giòn, thịt bên trong mềm ngọt ăn chấm với tương ớt cay nhẹ đã lém 😋. Bánh mật ong thì ngọt giòn bên ngoài, mặn mềm bên trong ăn ngồ ngộ mà mê tít ah 👍. Bắp cải trộn giòn ngọt vô đối thêm cái vị béo béo của mayo, má ơi mập 😂
Chỗ này nước uống được refill free thoải mái",7.0,113
3144,Nguyễn Huỳnh Như,"Bên ngoài da giòn, bên trong gà vẫn mọng nước, không bị khô. Mình thích nhất là bánh mật ong ăn kèm rất thơm và vừa miệng",7.2,113
3145,Tâm Nguyễn,Bữa vào quán ăn nhân viên quán cầm dao đòi đâm khách dí chạy vòng vòng từ đó về sau k dám vào quán lần nữa,1.0,113
3146,Bạch Tuộc,"Hôm nay 8h10p tối . Tới ord đồ ăn , staff mang ra được chưa tới 1 nửa đồ ăn mình ord , kêu đợi gà mất 10p :)))) chẳng hiểu nổi làm ăn kiểu gì đợi 10p . Mình ăn ở các chỗ khác chưa bao h phải đợi lâu nv . Và thái độ nv ở đây thì CỰC KÌ TỆ . Quá tệ bại .ko bằng Popeyes nv cực kì nice .",1.0,113
3147,Anh Thư Nguyễn,"Ngày 17/09/2019, vào lúc 18:00, tôi đến mua combo 6 miếng gà đem về, đã dặn 2 lần là ưu tiên lấy ức gà nhưng đem về chỉ có đúng 2 cái ức gà, 3 đùi và 1 má đùi. Nhân viên không cho tương, giấy, muỗng đĩa, tôi nhắc lấy tương mới lấy. Tôi xin khay giấy về để đựng đồ ăn, nhân viên còn thái độ bảo rằng chỉ dành cho người ăn tại quán. NHÂN VIÊN QUÁ TỆ, ĐỀ NGHỊ QUẢN LÍ TRAINING LẠI!!!",1.0,113
3148,RyeMon,"Khi mình và nhóm bạn lên tầng trên để xem còn chỗ không, thì nhân viên đi ngay sau nhưng không hề nhắc là phía trên chưa hoạt động. Bọn mình phải loay hoay một lúc thì nhân viên đó mới thông báo.
Tụi mình ngồi chờ một lúc lâu nhưng chưa thấy món ăn ra (ở chỗ quầy) lại hỏi thì nhân viên mới nhắc làm món? 
Hôm khác thì đặt giao hàng tại đây, trong khi đặt 4 miếng gà bự, 1 phần khoai lớn thì bên nhân viên chỉ bỏ vào có 4 gói tương nhỏ xíu. Rồi sao mà ăn đủ?
Tóm lại là mong quản lý bên chi nhánh này sẽ kiểm tra lại thái độ và cách thức làm việc của nhân viên ở đây.
Đây là chưa nhắc tới việc biểu cảm gương mặt không niềm nở tươi cười mà thiếu sức sống và vô cảm (hầu như tất cả các nhân viên luôn).",3.4,113
3149,Duy Đức,"Thật sự mình không biết ghi chú để làm gì mình rất thích và ăn ở texas khá là nhiều khi ăn ở texasj thái độ phục vụ nhân viên rất là tốt.
Nhưng khi mình đặt hàng ship tận nhà thì 10 lần hết 9 lần không đọc ghi chú của mình. Và thật sự mình rất bực mình về vấn đề này",4.4,113
3150,Quỳnh Như,"Trưa mưa nên nhóm mình gồm 5 người quyết định ghé vào Texas ăn, nhưng thái độ phục vụ của nhân viên cực kì tệ
- Ở quầy order, nữ nhân viên tỏ thái độ khi tụi mình đang phân vân chọn combo 6 miếng hay 8 miếng gà (mặc dù chỉ có mỗi tụi mình đứng order)

- Sau khi chọn combo 8 miếng (gồm 8 miếng gà lớn và 4 miếng gà nhỏ) thì nhân viên ở quầy có kêu đi hồi 5p quay lại lấy phần 4 miếng gà.

- Do ở dưới chỗ hơi nhỏ nên cả đám lên lầu, đang loay hoay bưng đồ thì nhân viên từ dưới lầu lên, tầm 2 người, đi ngang qua chỗ tụi mình đang đứng, không thèm nhìn mà nói kiểu rất khó chịu: ""Trên này chưa phục vụ"" ?! Lúc đó mới kiểu sao khi nãy lúc lên nhân viên không báo mà giờ lên đây lại đuổi xuống như kiểu dằn mặt?!

- Xuống dưới ngồi ăn cả buổi nhưng không thấy nhân viên gọi lấy phần gà còn lại (vì theo như mình quan sát thì thấy khi có phần ăn nhân viên đều gọi theo số hóa đơn), khi tới hỏi thì nhân viên mới nhớ ra.",5.2,113
3151,Meo Cú,"• Nằm ngay gần cuối đường D2 là 1 cái Texas to đùng nên không dễ bị bỏ qua. 

• Menu cũng giống như các chi nhánh khác. Giá dao động từ 82k cho các combo. Gà ở Texas thì khỏi phải chê rồi, cách nêm nếm rất khác so với các thương hiệu hiện nay và điều đặc biệt là thịt gà không bị bở. Bên cạnh đó, buffet nước cũng là một trong những yếu tố khiến Texas trở thành gương mặt quen thuộc trên thương trường gà rán ở Việt Nam.

• Không gian ở lầu dưới khá nhỏ và chật, nên khuyến khích mọi người lên tầng trên ăn cho thoải mái.

• Nhân viên và bảo vệ thân thiện, lịch sự.

• Sẽ quay lại.",7.0,113
3152,Thắng Nguyễn,"Bạn nhân viên nữ không thân thiện, mặt như đưa đám, như mới bị dựt hụi, tỏ thái độ khó chịu với khách. Không đến lần 2!",1.0,113
